State,Agency Type,Agency Name,Population1,Total Offenses
TEXAS,Nonmetropolitan Counties,Nacogdoches,,887
TEXAS,Nonmetropolitan Counties,Navarro,,832
TEXAS,Nonmetropolitan Counties,Polk,,"1,535"
TEXAS,Nonmetropolitan Counties,Reagan,,182
TEXAS,Nonmetropolitan Counties,Real,,102
TEXAS,Nonmetropolitan Counties,Wharton,,741
TEXAS,Nonmetropolitan Counties,Zavala,,131
TEXAS,Other,Dallas-Fort Worth International Airport,,"1,378"
TEXAS,Other,"Hospital District, Tarrant County",,760
TEXAS,Other,Independent School District: ,,
TEXAS,Other,Aldine,,335
TEXAS,Other,Bay City,,27
TEXAS,Other,Calhoun County,,21
TEXAS,Other,Pflugerville,,397
TEXAS,Other,Texas Comptroller of Public Accounts Criminal Investigation Division,,81
UTAH,Cities,Bluffdale,"14,648",490
UTAH,Cities,Bountiful,"44,317","1,773"
UTAH,Cities,Centerville,"18,013",890
UTAH,Cities,Clearfield,"31,558","1,583"
UTAH,Cities,Clinton,"22,179",871
UTAH,Cities,Draper,"48,518","2,556"
UTAH,Cities,Ephraim,"7,302",242
UTAH,Cities,Farmington,"25,006","1,023"
UTAH,Cities,Grantsville,"11,326",918
UTAH,Cities,Harrisville,"6,678",459
UTAH,Cities,Helper,"2,075",143
UTAH,Cities,Hurricane,"17,676","1,215"
UTAH,Cities,Kanab,"4,729",82
UTAH,Cities,Kaysville,"32,404",788
UTAH,Cities,La Verkin,"4,387",210
UTAH,Cities,Layton,"78,052","4,719"
UTAH,Cities,Logan,"51,508","2,708"
UTAH,Cities,Moab,"5,274",543
UTAH,Cities,Mount Pleasant,"3,440",92
UTAH,Cities,Murray,"49,675","6,657"
UTAH,Cities,North Ogden,"19,771",622
UTAH,Cities,North Salt Lake,"21,190","1,076"
UTAH,Cities,Ogden,"87,616","10,029"
UTAH,Cities,Pleasant Grove,"39,641","1,368"
UTAH,Cities,Pleasant View,"10,663",255
UTAH,Cities,Price,"8,201","1,200"
UTAH,Cities,Provo,"117,986","5,371"
UTAH,Cities,Riverdale,"8,795","1,190"
UTAH,Cities,Roosevelt,"6,962",759
UTAH,Cities,Roy,"38,834","1,810"
UTAH,Cities,Salt Lake City,"202,633","29,937"
UTAH,Cities,Sandy,"97,057","6,370"
UTAH,Cities,Santa Clara/Ivins,"16,671",532
UTAH,Cities,Saratoga Springs,"31,786","1,086"
UTAH,Cities,South Jordan,"74,321","3,637"
UTAH,Cities,South Ogden,"17,174","1,156"
UTAH,Cities,South Salt Lake,"25,160","4,797"
UTAH,Cities,Spanish Fork,"40,095",753
UTAH,Cities,Springdale,601,114
UTAH,Cities,St. George,"86,202","5,306"
UTAH,Cities,Sunset,"5,304",291
UTAH,Cities,Syracuse,"30,301","1,013"
UTAH,Cities,Vernal,"10,484","1,386"
UTAH,Cities,Washington,"27,705","1,345"
UTAH,Cities,West Bountiful,"5,705",381
UTAH,Cities,West Jordan,"115,392","8,388"
UTAH,Cities,West Valley,"137,132","14,491"
UTAH,Cities,Woods Cross,"11,600",529
UTAH,Universities and Colleges,Brigham Young University,"39,582",247
UTAH,Universities and Colleges,Dixie State University,"11,441",67
UTAH,Universities and Colleges,Southern Utah University,"15,098",52
UTAH,Universities and Colleges,"Utah State University, Logan","34,904",104
UTAH,Metropolitan Counties,Davis,,"1,377"
UTAH,Metropolitan Counties,Utah,,"3,007"
UTAH,Metropolitan Counties,Washington,,905
UTAH,Metropolitan Counties,Weber,,"2,237"
UTAH,Nonmetropolitan Counties,Carbon,,416
UTAH,Nonmetropolitan Counties,Duchesne,,855
UTAH,Nonmetropolitan Counties,Kane,,94
UTAH,Nonmetropolitan Counties,Millard,,681
UTAH,Nonmetropolitan Counties,Uintah,,991
UTAH,Nonmetropolitan Counties,Wasatch,,467
UTAH,State Police,Utah Highway Patrol,,"9,273"
UTAH,Other,Cache-Rich Drug Task Force,,207
UTAH,Other,Davis Metropolitan Narcotics Strike Force,,145
UTAH,Other,Parks and Recreation,,368
UTAH,Other,Utah Transit Authority,,"2,854"
UTAH,Other,Weber Morgan Narcotics Strike Force,,703
UTAH,Other,Wildlife Resources,,120
VERMONT,Cities,Barre,"8,605",678
VERMONT,Cities,Barre Town,"7,693",120
VERMONT,Cities,Bellows Falls,"2,993",122
VERMONT,Cities,Bennington,"14,900",919
VERMONT,Cities,Berlin,"2,796",237
VERMONT,Cities,Bradford,"2,697",33
VERMONT,Cities,Brandon,"3,766",110
VERMONT,Cities,Brattleboro,"11,410","1,071"
VERMONT,Cities,Bristol,"3,891",69
VERMONT,Cities,Burlington,"42,212","1,819"
VERMONT,Cities,Castleton,"4,595",1
VERMONT,Cities,Chester,"3,006",73
VERMONT,Cities,Colchester,"17,313",422
VERMONT,Cities,Dover,"1,057",81
VERMONT,Cities,Essex,"21,803",561
VERMONT,Cities,Hardwick,"2,849",85
VERMONT,Cities,Hartford,"9,567",347
VERMONT,Cities,Hinesburg,"4,577",37
VERMONT,Cities,Ludlow,"1,870",37
VERMONT,Cities,Lyndonville,"1,157",64
VERMONT,Cities,Manchester,"4,230",105
VERMONT,Cities,Middlebury,"8,613",163
VERMONT,Cities,Milton,"11,024",264
VERMONT,Cities,Montpelier,"7,434",298
VERMONT,Cities,Morristown,"5,450",202
VERMONT,Cities,Newport,"4,248",238
VERMONT,Cities,Northfield,"6,006",118
VERMONT,Cities,Norwich,"3,304",28
VERMONT,Cities,Pittsford,"2,806",14
VERMONT,Cities,Royalton,"2,835",17
VERMONT,Cities,Rutland,"15,300",812
VERMONT,Cities,Rutland Town,"4,078",95
VERMONT,Cities,Shelburne,"7,817",90
VERMONT,Cities,South Burlington,"19,318",961
VERMONT,Cities,Springfield,"8,864",413
VERMONT,Cities,St. Albans,"6,777","1,064"
VERMONT,Cities,St. Johnsbury,"7,158",221
VERMONT,Cities,Stowe,"4,495",100
VERMONT,Cities,Swanton,"6,560",128
VERMONT,Cities,Thetford,"2,557",16
VERMONT,Cities,Vergennes,"2,547",78
VERMONT,Cities,Weathersfield,"2,745",28
VERMONT,Cities,Williston,"9,778",297
VERMONT,Cities,Wilmington,"1,796",33
VERMONT,Cities,Windsor,"3,377",88
VERMONT,Cities,Winhall,730,20
VERMONT,Cities,Winooski,"7,233",384
VERMONT,Cities,Woodstock,"2,917",72
VERMONT,Universities and Colleges,University of Vermont,"15,069",195
VERMONT,Metropolitan Counties,Franklin,,171
VERMONT,Metropolitan Counties,Grand Isle,,80
VERMONT,Nonmetropolitan Counties,Bennington,,32
VERMONT,Nonmetropolitan Counties,Essex,,26
VERMONT,Nonmetropolitan Counties,Lamoille,,143
VERMONT,Nonmetropolitan Counties,Orange,,24
VERMONT,Nonmetropolitan Counties,Orleans,,38
VERMONT,Nonmetropolitan Counties,Rutland,,31
VERMONT,Nonmetropolitan Counties,Washington,,11
VERMONT,Nonmetropolitan Counties,Windham,,74
VERMONT,State Police,State Police:,,
VERMONT,State Police,Derby,,484
VERMONT,State Police,Middlesex,,481
VERMONT,State Police,New Haven,,284
VERMONT,State Police,Royalton,,255
VERMONT,State Police,Rutland,,282
VERMONT,State Police,Shaftsbury,,258
VERMONT,State Police,St. Albans,,524
VERMONT,State Police,St. Johnsbury,,642
VERMONT,State Police,Westminster,,513
VERMONT,State Police,Williston,,291
VERMONT,State Police,"Vermont State Police Headquarters, Bureau of Criminal Investigations",,348
VERMONT,Other,Capitol Police,,0
VERMONT,Other,"Fish and Wildlife Department, Law Enforcement Division",,10
VIRGINIA,Cities,Abingdon,"7,949",381
VIRGINIA,Cities,Alexandria,"162,588","6,448"
VIRGINIA,Cities,Altavista,"3,417",234
VIRGINIA,Cities,Amherst,"2,194",38
VIRGINIA,Cities,Appalachia,"1,568",56
VIRGINIA,Cities,Ashland,"7,876",647
VIRGINIA,Cities,Bedford,"6,532",666
VIRGINIA,Cities,Berryville,"4,361",107
VIRGINIA,Cities,Big Stone Gap,"5,215",361
VIRGINIA,Cities,Blacksburg,"44,853","1,237"
VIRGINIA,Cities,Blackstone,"3,367",290
VIRGINIA,Cities,Bluefield,"4,624",564
VIRGINIA,Cities,Bridgewater,"6,125",117
VIRGINIA,Cities,Bristol,"16,613","1,676"
VIRGINIA,Cities,Broadway,"3,908",43
VIRGINIA,Cities,Buena Vista,"6,272",212
VIRGINIA,Cities,Burkeville,402,17
VIRGINIA,Cities,Cape Charles,"1,009",13
VIRGINIA,Cities,Cedar Bluff,"1,011",17
VIRGINIA,Cities,Charlottesville,"48,585","3,142"
VIRGINIA,Cities,Chase City,"2,219",102
VIRGINIA,Cities,Chatham,"1,434",18
VIRGINIA,Cities,Chesapeake,"242,310","17,901"
VIRGINIA,Cities,Chilhowie,"1,718",46
VIRGINIA,Cities,Chincoteague,"2,881",179
VIRGINIA,Cities,Christiansburg,"22,444","1,576"
VIRGINIA,Cities,Clarksville,"1,175",32
VIRGINIA,Cities,Clifton Forge,"3,524",122
VIRGINIA,Cities,Clintwood,"1,311",38
VIRGINIA,Cities,Coeburn,"1,881",150
VIRGINIA,Cities,Colonial Heights,"17,857","1,728"
VIRGINIA,Cities,Covington,"5,462",318
VIRGINIA,Cities,Crewe,"2,151",114
VIRGINIA,Cities,Culpeper,"18,671","1,320"
VIRGINIA,Cities,Damascus,788,61
VIRGINIA,Cities,Danville,"40,781","4,904"
VIRGINIA,Cities,Dayton,"1,615",19
VIRGINIA,Cities,Dublin,"2,667",141
VIRGINIA,Cities,Dumfries,"5,265",258
VIRGINIA,Cities,Elkton,"2,860",76
VIRGINIA,Cities,Emporia,"5,184",648
VIRGINIA,Cities,Exmore,"1,386",56
VIRGINIA,Cities,Fairfax City,"24,259","1,046"
VIRGINIA,Cities,Falls Church,"14,884",530
VIRGINIA,Cities,Farmville,"7,778",421
VIRGINIA,Cities,Franklin,"8,100",945
VIRGINIA,Cities,Fredericksburg,"28,919","3,301"
VIRGINIA,Cities,Front Royal,"15,356","1,227"
VIRGINIA,Cities,Galax,"6,559",779
VIRGINIA,Cities,Gate City,"1,888",93
VIRGINIA,Cities,Glade Spring,"1,424",9
VIRGINIA,Cities,Glasgow,"1,106",5
VIRGINIA,Cities,Gordonsville,"1,606",45
VIRGINIA,Cities,Gretna,"1,205",6
VIRGINIA,Cities,Grottoes,"2,813",55
VIRGINIA,Cities,Grundy,917,87
VIRGINIA,Cities,Halifax,"1,219",55
VIRGINIA,Cities,Hampton2,"133,965",
VIRGINIA,Cities,Harrisonburg,"54,869","2,749"
VIRGINIA,Cities,Haymarket,"1,744",124
VIRGINIA,Cities,Haysi,480,11
VIRGINIA,Cities,Herndon,"24,697",797
VIRGINIA,Cities,Hillsville,"2,644",170
VIRGINIA,Cities,Hopewell,"22,562","1,776"
VIRGINIA,Cities,Hurt,"1,235",28
VIRGINIA,Cities,Independence,895,17
VIRGINIA,Cities,Jonesville,938,16
VIRGINIA,Cities,Kenbridge,"1,198",6
VIRGINIA,Cities,Kilmarnock,"1,407",46
VIRGINIA,Cities,La Crosse,574,15
VIRGINIA,Cities,Lawrenceville,"1,004",15
VIRGINIA,Cities,Lebanon,"3,184",271
VIRGINIA,Cities,Leesburg,"56,030","2,487"
VIRGINIA,Cities,Lexington,"7,098",128
VIRGINIA,Cities,Louisa,"1,678",142
VIRGINIA,Cities,Luray,"4,806",365
VIRGINIA,Cities,Lynchburg,"81,603","6,196"
VIRGINIA,Cities,Manassas,"41,888","2,728"
VIRGINIA,Cities,Manassas Park,"16,882",606
VIRGINIA,Cities,Marion,"5,615",537
VIRGINIA,Cities,Martinsville,"13,025","1,456"
VIRGINIA,Cities,Middleburg,879,34
VIRGINIA,Cities,Middletown,"1,365",36
VIRGINIA,Cities,Mount Jackson,"2,100",99
VIRGINIA,Cities,Narrows,"1,950",24
VIRGINIA,Cities,New Market,"2,245",49
VIRGINIA,Cities,Newport News,"178,734","16,095"
VIRGINIA,Cities,Norfolk,"244,347","19,262"
VIRGINIA,Cities,Norton,"3,914",314
VIRGINIA,Cities,Occoquan,"1,097",20
VIRGINIA,Cities,Onancock,"1,218",79
VIRGINIA,Cities,Onley,502,34
VIRGINIA,Cities,Orange,"5,016",279
VIRGINIA,Cities,Parksley,817,20
VIRGINIA,Cities,Pearisburg,"2,643",144
VIRGINIA,Cities,Pennington Gap,"1,732",106
VIRGINIA,Cities,Petersburg,"31,568","2,991"
VIRGINIA,Cities,Pocahontas,357,2
VIRGINIA,Cities,Poquoson,"12,011",409
VIRGINIA,Cities,Portsmouth,"94,218","11,000"
VIRGINIA,Cities,Pound,939,37
VIRGINIA,Cities,Pulaski,"8,720",832
VIRGINIA,Cities,Purcellville,"10,090",188
VIRGINIA,Cities,Radford,"17,797","1,257"
VIRGINIA,Cities,Rich Creek,744,61
VIRGINIA,Cities,Richlands,"5,256",462
VIRGINIA,Cities,Richmond,"229,927","21,803"
VIRGINIA,Cities,Roanoke,"100,042","13,395"
VIRGINIA,Cities,Rocky Mount,"4,762",530
VIRGINIA,Cities,Rural Retreat,"1,459",25
VIRGINIA,Cities,Salem,"25,942","1,748"
VIRGINIA,Cities,Saltville,"1,927",40
VIRGINIA,Cities,Shenandoah,"2,316",79
VIRGINIA,Cities,Smithfield,"8,392",370
VIRGINIA,Cities,South Boston,"7,721",796
VIRGINIA,Cities,South Hill,"4,345",239
VIRGINIA,Cities,Stanley,"1,651",46
VIRGINIA,Cities,Staunton,"24,584","1,813"
VIRGINIA,Cities,Stephens City,"2,024",95
VIRGINIA,Cities,St. Paul,877,49
VIRGINIA,Cities,Strasburg,"6,643",350
VIRGINIA,Cities,Suffolk,"90,817","6,826"
VIRGINIA,Cities,Tappahannock,"2,417",151
VIRGINIA,Cities,Tazewell,"4,185",269
VIRGINIA,Cities,Timberville,"2,662",43
VIRGINIA,Cities,Victoria,"1,631",61
VIRGINIA,Cities,Vienna,"16,660",465
VIRGINIA,Cities,Vinton,"8,077","1,048"
VIRGINIA,Cities,Virginia Beach,"451,001","21,719"
VIRGINIA,Cities,Warrenton,"9,912",593
VIRGINIA,Cities,Warsaw,"1,484",32
VIRGINIA,Cities,Waverly,"1,976",106
VIRGINIA,Cities,Waynesboro,"22,470","1,405"
VIRGINIA,Cities,Weber City,"1,224",84
VIRGINIA,Cities,West Point,"3,311",123
VIRGINIA,Cities,White Stone,332,2
VIRGINIA,Cities,Williamsburg,"15,191",718
VIRGINIA,Cities,Winchester,"28,128","2,446"
VIRGINIA,Cities,Windsor,"2,731",108
VIRGINIA,Cities,Wise,"2,965",126
VIRGINIA,Cities,Woodstock,"5,232",384
VIRGINIA,Cities,Wytheville,"7,969",355
VIRGINIA,Universities and Colleges,Bridgewater College,"1,959",59
VIRGINIA,Universities and Colleges,Christopher Newport University,"5,215",210
VIRGINIA,Universities and Colleges,College of William and Mary,"9,767",165
VIRGINIA,Universities and Colleges,Eastern Virginia Medical School,"1,334",50
VIRGINIA,Universities and Colleges,Emory and Henry College,"1,257",2
VIRGINIA,Universities and Colleges,Ferrum College,"1,338",39
VIRGINIA,Universities and Colleges,George Mason University,"46,266",493
VIRGINIA,Universities and Colleges,Hampton University,"4,874",108
VIRGINIA,Universities and Colleges,James Madison University,"23,354",263
VIRGINIA,Universities and Colleges,J. Sargeant Reynolds Community College,"15,028",17
VIRGINIA,Universities and Colleges,Lord Fairfax Community College,"9,129",9
VIRGINIA,Universities and Colleges,Norfolk State University,"6,168",230
VIRGINIA,Universities and Colleges,Northern Virginia Community College,"74,283",115
VIRGINIA,Universities and Colleges,Old Dominion University,"28,758",616
VIRGINIA,Universities and Colleges,Radford University,"10,254",389
VIRGINIA,Universities and Colleges,Richard Bland College,"2,808",43
VIRGINIA,Universities and Colleges,University of Mary Washington,"5,276",101
VIRGINIA,Universities and Colleges,University of Richmond,"4,811",307
VIRGINIA,Universities and Colleges,University of Virginia,"27,960",398
VIRGINIA,Universities and Colleges,University of Virginia's College at Wise,"3,474",19
VIRGINIA,Universities and Colleges,Virginia Commonwealth University,"34,271","1,264"
VIRGINIA,Universities and Colleges,Virginia Military Institute,"1,766",41
VIRGINIA,Universities and Colleges,Virginia Polytechnic Institute and State University,"34,947",520
VIRGINIA,Universities and Colleges,Virginia State University,"5,137",126
VIRGINIA,Universities and Colleges,Virginia Western Community College,"10,802",6
VIRGINIA,Metropolitan Counties,Albemarle County Police Department,,"3,886"
VIRGINIA,Metropolitan Counties,Amelia,,438
VIRGINIA,Metropolitan Counties,Amherst,,903
VIRGINIA,Metropolitan Counties,Appomattox,,294
VIRGINIA,Metropolitan Counties,Arlington County Police Department,,"7,308"
VIRGINIA,Metropolitan Counties,Augusta,,"2,330"
VIRGINIA,Metropolitan Counties,Bedford,,"1,584"
VIRGINIA,Metropolitan Counties,Botetourt,,931
VIRGINIA,Metropolitan Counties,Campbell,,"1,799"
VIRGINIA,Metropolitan Counties,Charles City,,115
VIRGINIA,Metropolitan Counties,Chesterfield County Police Department,,"19,120"
VIRGINIA,Metropolitan Counties,Clarke,,196
VIRGINIA,Metropolitan Counties,Craig,,26
VIRGINIA,Metropolitan Counties,Culpeper,,959
VIRGINIA,Metropolitan Counties,Dinwiddie,,818
VIRGINIA,Metropolitan Counties,Fairfax County Police Department,,"36,879"
VIRGINIA,Metropolitan Counties,Fauquier,,"1,623"
VIRGINIA,Metropolitan Counties,Fluvanna,,601
VIRGINIA,Metropolitan Counties,Franklin,,"2,354"
VIRGINIA,Metropolitan Counties,Frederick,,"3,401"
VIRGINIA,Metropolitan Counties,Giles,,326
VIRGINIA,Metropolitan Counties,Gloucester,,824
VIRGINIA,Metropolitan Counties,Goochland,,588
VIRGINIA,Metropolitan Counties,Greene,,949
VIRGINIA,Metropolitan Counties,Hanover,,"4,093"
VIRGINIA,Metropolitan Counties,Henrico County Police Department,,"17,293"
VIRGINIA,Metropolitan Counties,Isle of Wight,,770
VIRGINIA,Metropolitan Counties,James City County Police Department,,"3,003"
VIRGINIA,Metropolitan Counties,King and Queen,,179
VIRGINIA,Metropolitan Counties,King William,,184
VIRGINIA,Metropolitan Counties,Loudoun,,"8,691"
VIRGINIA,Metropolitan Counties,Madison,,399
VIRGINIA,Metropolitan Counties,Mathews,,243
VIRGINIA,Metropolitan Counties,Montgomery,,"1,466"
VIRGINIA,Metropolitan Counties,Nelson,,706
VIRGINIA,Metropolitan Counties,New Kent,,779
VIRGINIA,Metropolitan Counties,Prince George County Police Department,,"1,291"
VIRGINIA,Metropolitan Counties,Prince William County Police Department,,"16,583"
VIRGINIA,Metropolitan Counties,Rappahannock,,131
VIRGINIA,Metropolitan Counties,Roanoke County Police Department,,"5,010"
VIRGINIA,Metropolitan Counties,Rockingham,,"1,467"
VIRGINIA,Metropolitan Counties,Scott,,681
VIRGINIA,Metropolitan Counties,Southampton,,684
VIRGINIA,Metropolitan Counties,Spotsylvania,,"4,896"
VIRGINIA,Metropolitan Counties,Stafford,,"6,377"
VIRGINIA,Metropolitan Counties,Sussex,,206
VIRGINIA,Metropolitan Counties,Warren,,640
VIRGINIA,Metropolitan Counties,Washington,,"1,920"
VIRGINIA,Metropolitan Counties,York,,"2,793"
VIRGINIA,Nonmetropolitan Counties,Accomack,,968
VIRGINIA,Nonmetropolitan Counties,Alleghany,,351
VIRGINIA,Nonmetropolitan Counties,Bath,,49
VIRGINIA,Nonmetropolitan Counties,Bland,,88
VIRGINIA,Nonmetropolitan Counties,Brunswick,,274
VIRGINIA,Nonmetropolitan Counties,Buchanan,,"1,108"
VIRGINIA,Nonmetropolitan Counties,Buckingham,,289
VIRGINIA,Nonmetropolitan Counties,Caroline,,"1,028"
VIRGINIA,Nonmetropolitan Counties,Carroll,,820
VIRGINIA,Nonmetropolitan Counties,Charlotte,,350
VIRGINIA,Nonmetropolitan Counties,Cumberland,,154
VIRGINIA,Nonmetropolitan Counties,Dickenson,,279
VIRGINIA,Nonmetropolitan Counties,Essex,,178
VIRGINIA,Nonmetropolitan Counties,Floyd,,389
VIRGINIA,Nonmetropolitan Counties,Grayson,,597
VIRGINIA,Nonmetropolitan Counties,Greensville,,272
VIRGINIA,Nonmetropolitan Counties,Halifax,,645
VIRGINIA,Nonmetropolitan Counties,Henry,,"2,695"
VIRGINIA,Nonmetropolitan Counties,Highland,,36
VIRGINIA,Nonmetropolitan Counties,King George,,880
VIRGINIA,Nonmetropolitan Counties,Lancaster,,275
VIRGINIA,Nonmetropolitan Counties,Louisa,,"1,097"
VIRGINIA,Nonmetropolitan Counties,Lunenburg,,186
VIRGINIA,Nonmetropolitan Counties,Mecklenburg,,521
VIRGINIA,Nonmetropolitan Counties,Middlesex,,331
VIRGINIA,Nonmetropolitan Counties,Northampton,,218
VIRGINIA,Nonmetropolitan Counties,Northumberland,,302
VIRGINIA,Nonmetropolitan Counties,Nottoway,,277
VIRGINIA,Nonmetropolitan Counties,Orange,,458
VIRGINIA,Nonmetropolitan Counties,Page,,491
VIRGINIA,Nonmetropolitan Counties,Patrick,,903
VIRGINIA,Nonmetropolitan Counties,Pittsylvania,,"1,644"
VIRGINIA,Nonmetropolitan Counties,Prince Edward,,227
VIRGINIA,Nonmetropolitan Counties,Richmond,,94
VIRGINIA,Nonmetropolitan Counties,Rockbridge,,753
VIRGINIA,Nonmetropolitan Counties,Russell,,743
VIRGINIA,Nonmetropolitan Counties,Shenandoah,,972
VIRGINIA,Nonmetropolitan Counties,Smyth,,863
VIRGINIA,Nonmetropolitan Counties,Surry,,149
VIRGINIA,Nonmetropolitan Counties,Tazewell,,"1,029"
VIRGINIA,Nonmetropolitan Counties,Westmoreland,,381
VIRGINIA,Nonmetropolitan Counties,Wise,,826
VIRGINIA,Nonmetropolitan Counties,Wythe,,613
VIRGINIA,State Police,State Police:,,
VIRGINIA,State Police,Accomack County,,236
VIRGINIA,State Police,Albemarle County,,134
VIRGINIA,State Police,Alexandria,,17
VIRGINIA,State Police,Alleghany County,,210
VIRGINIA,State Police,Amelia County,,30
VIRGINIA,State Police,Amherst County,,68
VIRGINIA,State Police,Appomattox County,,40
VIRGINIA,State Police,Arlington County,,66
VIRGINIA,State Police,Augusta County,,176
VIRGINIA,State Police,Bath County,,38
VIRGINIA,State Police,Bedford County,,46
VIRGINIA,State Police,Bland County,,33
VIRGINIA,State Police,Botetourt County,,105
VIRGINIA,State Police,Bristol,,28
VIRGINIA,State Police,Brunswick County,,31
VIRGINIA,State Police,Buchanan County,,41
VIRGINIA,State Police,Buckingham County,,77
VIRGINIA,State Police,Buena Vista,,27
VIRGINIA,State Police,Campbell County,,155
VIRGINIA,State Police,Caroline County,,121
VIRGINIA,State Police,Carroll County,,98
VIRGINIA,State Police,Charles City County,,9
VIRGINIA,State Police,Charlotte County,,61
VIRGINIA,State Police,Charlottesville,,66
VIRGINIA,State Police,Chesapeake,,141
VIRGINIA,State Police,Chesterfield County,,317
VIRGINIA,State Police,Clarke County,,39
VIRGINIA,State Police,Clifton Forge,,0
VIRGINIA,State Police,Colonial Heights,,36
VIRGINIA,State Police,Covington,,60
VIRGINIA,State Police,Craig County,,22
VIRGINIA,State Police,Culpeper County,,119
VIRGINIA,State Police,Cumberland County,,55
VIRGINIA,State Police,Danville,,64
VIRGINIA,State Police,Dickenson County,,21
VIRGINIA,State Police,Dinwiddie County,,64
VIRGINIA,State Police,Emporia,,35
VIRGINIA,State Police,Essex County,,20
VIRGINIA,State Police,Fairfax County,,433
VIRGINIA,State Police,Falls Church,,4
VIRGINIA,State Police,Fauquier County,,91
VIRGINIA,State Police,Floyd County,,35
VIRGINIA,State Police,Fluvanna County,,14
VIRGINIA,State Police,Franklin,,8
VIRGINIA,State Police,Franklin County,,58
VIRGINIA,State Police,Frederick County,,227
VIRGINIA,State Police,Fredericksburg,,47
VIRGINIA,State Police,Galax,,10
VIRGINIA,State Police,Giles County,,31
VIRGINIA,State Police,Gloucester County,,98
VIRGINIA,State Police,Goochland County,,29
VIRGINIA,State Police,Grayson County,,23
VIRGINIA,State Police,Greene County,,23
VIRGINIA,State Police,Greensville County,,69
VIRGINIA,State Police,Halifax County,,152
VIRGINIA,State Police,Hampton,,179
VIRGINIA,State Police,Hanover County,,277
VIRGINIA,State Police,Harrisonburg,,358
VIRGINIA,State Police,Henrico County,,217
VIRGINIA,State Police,Henry County,,101
VIRGINIA,State Police,Highland County,,6
VIRGINIA,State Police,Hopewell,,14
VIRGINIA,State Police,Isle of Wight County,,64
VIRGINIA,State Police,James City County,,10
VIRGINIA,State Police,King and Queen County,,8
VIRGINIA,State Police,King George County,,22
VIRGINIA,State Police,King William County,,7
VIRGINIA,State Police,Lancaster County,,31
VIRGINIA,State Police,Lee County,,61
VIRGINIA,State Police,Loudoun County,,114
VIRGINIA,State Police,Louisa County,,18
VIRGINIA,State Police,Lunenburg County,,97
VIRGINIA,State Police,Lynchburg,,83
VIRGINIA,State Police,Madison County,,21
VIRGINIA,State Police,Martinsville,,51
VIRGINIA,State Police,Mathews County,,5
VIRGINIA,State Police,Mecklenburg County,,247
VIRGINIA,State Police,Middlesex County,,11
VIRGINIA,State Police,Montgomery County,,98
VIRGINIA,State Police,Nelson County,,40
VIRGINIA,State Police,New Kent County,,78
VIRGINIA,State Police,Newport News,,75
VIRGINIA,State Police,Norfolk,,162
